firma,street,plz,city,country,country_code,local_number,long_number_flag
Spanische Hofreitschule,Michaelerplatz 1,1010,Wien,AT,43.0,2038158699,No
Fitnessstudio Mühlviertel,Leonfeldner Straße 77,4040,Linz-Urfahr,AT,43.0,6762174191,No
Kletterakademie Mitterdorf GmbH,Auweg 14,8662,St. Barbara / Mitterdorf,AT,43.0,6993148615,No
t-on Tonstudio & Proberäume – Cebul e.U.,Linke Wienzeile 40,1060,Wien,AT,43.0,2670060699,No
Andrea Pirkner Buchhaltungsbüro,Wangerweg 6/5,5301,Eugendorf,AT,43.0,6998689351,No
"andreas haderer, Wirtschaftsberatungs- und Buchhaltungs GmbH",Kennelbacher Straße 1,6900,Bregenz,AT,43.0,6640342161,No
Anneliese Aichberger,Im Bäckerwinkel 7,4030,Linz,AT,43.0,6648918890,No
Buchhaltung Agnes Beisteiner,Brunnerstraße 33/3.1,2700,Wiener Neustadt,AT,43.0,8111639664,No
Niedermayer Steuerberatung GmbH,Passauer Straße 13,4780,Schärding,AT,43.0,666761911048,Yes
Steuerberater Peter Müller,Zollgasse 9,6850,Dornbirn,AT,43.0,650121198943,Yes
Dr. Harald Berger,Rennerstraße 25,4614,Marchtrenk,AT,43.0,6504886854,No
Dr. Rudolf Schiessler Facharzt für Innere Medizin,Döblinger Hauptstraße 21/15,1190,Wien,AT,43.0,6508616914,No
Dr. med. Birgit Brandner,Gersthofer Straße 162,1180,Wien,AT,43.0,846998581920,Yes
Agentur Laguna Emil Musil,Wiener Str. 5,3580,Horn,AT,43.0,6996669942,No
Pflege Valentin – Die Hauskrankenpflege für besondere Menschen e.V.,Pülslgasse 18/15,1230,Wien,AT,43.0,6501982478,No
Apotheke Zur heiligen Elisabeth | Mag.pharm. Marianne Brix KG,Landwehrstraße 6,1110,Wien,AT,43.0,6509097365,No
Apotheke zum Lebensbaum KG,Berchtesgadner Str. 35b,5020,Salzburg,AT,43.0,6999985357,No
Tauern-Apotheke Mittersill,Kirchgasse 6,5730,Mittersill,AT,43.0,6507938064,No
Invacare Austria GmbH,Herzog-Odilo-Straße 101,5310,Mondsee-Tiefgraben,AT,43.0,6506381102,No
VIDEBIS GmbH,Schlosshofer Straße 6,1210,Wien,AT,43.0,6642502286,No
Dr. Wilhelm Jordan,Markt 3,5620,Schwarzach,AT,43.0,6994609463,No
"Optik Günther, Inh. René Trauner",Almerstraße 7,5760,Saalfelden,AT,43.0,67637545920043,Yes
Gemini Augenlaser Praxis,"Opernring 1, Stiege R, 7. Stock",1010,Wien,AT,43.0,6990509381,No
Dr. med. Schiwa Almasbegy,Andreas-Hofer-Straße 4,6020,Innsbruck,AT,43.0,6764794332,No
Aktiv & Vital Forum Isabella Wulz e. U.,Gewerbestraße 8,9330,Althofen,AT,43.0,0211 30154854,No
Mütterstudio Tulln,Karl Metz-Gasse 22,3430,Tulln an der Donau,AT,43.0,0676 7553692,No
Hansa Privatklinikum Graz GmbH,Körblergasse 42,8010,Graz,AT,43.0,6999731270,No
Kinesiologie Silvia Hoanzl,Neustift bei Schlaining 66,7433,Mariasdorf,AT,43.0,6760937966,No
Teamwork-Hund,Waldeggstr. 3,4591,Molln,AT,43.0,6649032176,No
Einklang Andrea Leitner,Unterstiftung 6,4190,Bad Leonfelden,AT,43.0,65062688390043,Yes
Lebenswohl Tina Steinwender,Lutzmannsdorf 23,8861,St. Georgen am Kreischberg,AT,43.0,6761375524,No
Naturpraxis Inge Nedved-Kempf,Königsklostergasse 7/3 Mezzanin,1060,Wien,AT,43.0,6505458500,No
Orthopädie Schuhtechnik Nindl GmbH,Kirchenstraße 36,5733,Bramberg am Wildkogel,AT,43.0,06566 7493,No
A.Novak GmbH,Wimmergasse 7,1050,Wien,AT,43.0,01 5444988,No
"Praxis für Krankengymnastik, Inh. Katja Bandlow und Bettina Ulfert GbR",Güntzelstraße 62,10717,Berlin-Wilmersdorf,AT,43.0,3297194650,No
Psychotherapie Linz Leonding - Mag Martina Simbürger MAS,Sonnhubergasse 2,4060,Leonding,AT,43.0,340433676,No
Dr. Sylvia Holle-Robatsch,Windhabergasse 11,1190,Wien,AT,43.0,6647056595,No
Pferdeklinik Pasterk GmbH,Pferdepromenade 4 / Stall 6,2483,Ebreichsdorf,AT,43.0,6648217087,No
Mag. Dorit Seibert-Schwarz - Tierarzt,Nappersdorf 10,2023,Nappersdorf - Kammersdorf,AT,43.0,664195658843,Yes
SlowDown,Wiedengasse 9,2225,Zistersdorf,AT,43.0,600157660006350862,Yes
"Bella Donna - The Beauty Factory, Inhaberin: Margot Wäger",Am Garnmarkt 2,6840,Götzis,AT,43.0,6502688296,No
densibile Annette Steinmetz med. dent Zahnärztin,Aberseestraße 7,5340,St. Gilgen,AT,43.0,6768299366,No
Kieferorthopädie Willi Minich,Schlossweg 1,5310,Mondsee,AT,43.0,160003003582258650,Yes
"Dr. med. dent. Gregor Ley, BA, Facharzt für Zahn-, Mund- und Kieferheilkunde",Preuenhueberstraße 5,A-4400,Steyr,AT,43.0,67000260018072226,Yes
Dr. Karin Dosti,Marktplatz 5,2486,Pottendorf,AT,43.0,6995806319,No
Fa. Donalda Duka Cash Fuchs,Schönaugürtel 21,A-8010,Graz,AT,43.0,6767433984,No
Kathrin´s Kinderwelt Inh. Hofer Kathrin e.U.,Speckbacherstraße 15,6380,St. Johann in Tirol,AT,43.0,206762703341,Yes
VIF ZACK - Bastelmarkt,Ortenburger Straße 3,9800,Spittal an der Drau,AT,43.0,6500567279,No
Trachten Wichtlstube GmbH,Linzerstraße 20,4650,Edt bei Lambach,AT,43.0,6641367242,No
Pinoccio Kinderparadies,Staldenstrasse 1,6890,Lustenau,AT,43.0,6995515166,No
Mode von Leskovar,Hauptstraße 26,2640,Gloggnitz,AT,43.0,6505938972,No
"Lechtaler Schuhhaus - Gerhard Hosp, Inhaber: Gerhard Hosp",Lend 14,6642,Stanzach,AT,43.0,4208712676,No
"Berufsbekleidung Buxtehude, Inh. Monika Martin",Bahnhofstraße 48-50,21614,Buxtehude,AT,43.0,6647838931,No
"Purer Bettenstudio, Inhaber: Michael Purer",Bahnhofstraße 1,3204,Kirchberg an der Pielach,AT,43.0,6995468611,No
SUNBEAM Watersports GmbH,Köstendorfer Landesstr. 7,5163,Mattsee,AT,43.0,6508997386,No
J.G. Sydy's Buchhandlung Ludwig Schubert GmbH Nachfolge KG,Wiener Str. 6,3100,St.Pölten,AT,43.0,6768394100,No
Creatives und Papier - Friederike Siebenhofer,Postplatz 4,5580,Tamsweg,AT,43.0,69927644001184,Yes
Fahrradshop PEDALUS - Garber Roland,Thaliastraße 152,1160,Wien,AT,43.0,6507206373,No
Rad & Tat - Johann Brunner,Einfangstraße 5,6330,Kufstein,AT,43.0,6768283465,No
Alexander Kneringer Fliesen- und Natursteinverlegung,Schönegg 557,6542,Pfunds,AT,43.0,6645851863,No
GTW Gastronomietechnik Weilharter GmbH,Bundesstraße 62,8740,Zeltweg,AT,43.0,664158400243,Yes
Wolle und Leinen Ulrike Bartenbach,Wichnerstraße 25,6700,Bludenz,AT,43.0,6762902243,No
SG Stoffgeschichten KG,Leonhardstraße 36,8010,Graz,AT,43.0,6766459231,No
Handarbeiten-Wäsche Veit,Kirchenplatz 11,2225,Zistersdorf,AT,43.0,6509537133,No
Taschen-Angerer,Franz-Josef-Straße 11,6130,Schwaz,AT,43.0,6643952647,No
"Bio-Hofladen Familie Frühwald, Ing. Roland Frühwald",Hauptstraße 67,3442,Langenschönbichl,AT,43.0,6642906262,No
Tauschzentrale Vöcklabruck,Ferdinand Öttl Straße 17,4840,Vöcklabruck,AT,43.0,6990755987,No
Kamera Service Redl,Bennogasse 24,1080,Wien,AT,43.0,6502976756,No
Blasinstrumentenwerkstatt Eduard Kiefl,Bahnstrasse 37,7064,Oslip,AT,43.0,6640304915,No
"AUSTROSAAT, Österreichische Samenzucht- u. Handels-Aktiengesellschaft",Oberlaaerstraße 279,1232,Wien,AT,43.0,54365026110011904,Yes
Rosen Waibel GmbH,Leha 1,6841,Mäder,AT,43.0,6997569830,No
"Blütenzauber | Meisterfloristik Murau, Inhaberin: Christina Hollerer",Keltensiedlung 140,8850,Murau,AT,43.0,6641836417,No
Wash | Wolfgang Seiwald,Point 4,4114,Neuhaus a.d. Donau,AT,43.0,6000500066451460013646,Yes
"Juwelier Purtscher, Inh. Sigrid Schalhas",Hauptplatz 15,3240,Mank,AT,43.0,6645738332,No
Renate Doringer-Millich Modeschmuck,Wollzeile 22,1010,Wien,AT,43.0,6996934156,No
Fischer Schuhe,Liechtensteinstraße 29,1090,Wien,AT,43.0,504300196765236420,Yes
Tones Paintballstore,Gehr 2,6850,Dornbirn,AT,43.0,6769680100,No
Peter Gumpold GmbH,Schwarzacherweg 200,5754,Hinterglemm,AT,43.0,65027857230043,Yes
Phönix Handarbeitsboutique e.U.,Possingergasse 59-61/1/1-2,1160,Wien,AT,43.0,6509127193,No
"Ramin Wildfutter, Wildfutter Hierner",Rammersdorf 3,3231,St. Margarethen a. d. Sierning,AT,43.0,65004869310043,Yes
"Der Hundeladen | Stephanie Graf, BA MA",Wallseerstraße 6,4100,Ottensheim,AT,43.0,6763203449,No
EZA Fairer Handel GmbH,Wenger Straße 5,5203,Köstendorf,AT,43.0,6763035426,No
"Fast-Pack, Inh. Andreas Blüm",Industriestraße 16a,9586,Fürnitz,AT,43.0,6502431683,No
querkraft architekten zt gmbh,Börseplatz 2,1010,Wien,AT,43.0,6647531686,No
"Pohl Johann, Architekt - Ingenieur - Baumeister",Gewerbestraße 2a,6430,Ötztal-Bahnhof,AT,43.0,6993772837,No
Z&H Blitzschutzbau GmbH,Leithen 6,4952,Weng im Innkreis,AT,43.0,400050008369947001114652,Yes
Fliesen Platzer Ges.m.b.H.,Kärntner Straße 353,8054,Graz,AT,43.0,6997431892,No
Höller Hannes GmbH,Mariazeller Straße 27,3160,Traisen,AT,43.0,6505977015,No
Strug & Graf OG,Gewerbepark 18,3452,Trasdorf,AT,43.0,6643793471,No
Gartengestaltung Fleischhacker GesmbH,Puppitsch 4a,9300,Sankt Veit an der Glan,AT,43.0,676440593643,Yes
Imkerhof Salzburg,Wolfgangseestrasse 108,5321,Koppl bei Salzburg,AT,43.0,699163345843,Yes
Gemeinnützige Bau- und Siedlungsgenossenschaft FRIEDEN,Hietzinger Hauptstrasse 119,1130,Wien,AT,43.0,536509157785,Yes
Wohnen mit Hassler GmbH,Tiroler Straße 40,9900,Lienz,AT,43.0,6767032668,No
Anna Ochsenbauer Vergolder- und Staffierermeisterin,Hauptstraße 68,3653,Wien,AT,43.0,6506608980,No
Kurt Hofer Tischlerei GmbH,Binsenfeldstrasse 19a,6890,Lustenau,AT,43.0,6764891035,No
Homo Faber Metalltechnologie e.U.,Loferer Straße 14,6322,Kirchbichl,AT,43.0,6990343097,No
Schmachtl GmbH,Pummererstraße 36,4020,Linz,AT,43.0,6506417478,No
Klenkhart & Partner Consulting ZT Gesellschaft m.b.H.,Salzbergstraße 15,6067,Absam,AT,43.0,6502527848,No
Europlast Kunststoffbehälterindustrie GmbH,Schmelz 83,9772,Dellach im Drautal,AT,43.0,6996716035,No
Chemson Polymer – Additive AG,Industriestraße 19,9601,Arnoldstein,AT,43.0,6502843017,No
Hubertus GOLLER GesmbH,Donaustraße 110,3400,Klosterneuburg,AT,43.0,64300167680100034060,Yes
IMA Schelling Austria GmbH,Gebhard-Schwärzler-Str. 34,6858,Schwarzach/Austria,AT,43.0,17664717782243,Yes
Lahner KG,Industriestraße A/4,2345,Brunn am Gebirge,AT,43.0,6504896520,No
REFA in Austria,Kärntner Ring 5-7,1010,Wien,AT,43.0,6990555846,No
Ayurveda-Verein Nexenhof e.V.,Grund 100,2041,Grund,AT,43.0,66427707920043,Yes
"Don Bosco Haus, Zentrum für Jugend- und Erwachsenenbildung der Salesianer Don Boscos",St. Veit-Gasse 25,1130,Wien,AT,43.0,6764653253,No
Schischule Stubai Tirol,Bahnstrasse 17,6166,Fulpmes,AT,43.0,6998940685,No
Tom Veith Feuershow und Zaubershow,Kehlerstrasse 12,6900,Bregenz / Vorarlberg,AT,43.0,4001336600047001280896,Yes
Ruprechter Bildhauerei,Glatzham 33,6252,Breitenbach am Inn,AT,43.0,6503238592,No
Archeo Norico - Burgmuseum Deutschlandsberg,Burgplatz 2,8530,Deutschlandsberg,AT,43.0,6500388445,No
Altenmarkter Heimatmuseen,Brunnbauerngasse 1,5541,Altenmarkt im Pongau,AT,43.0,6996768078,No
"1. Kärntner Handwerksmuseum, Verein Helfer der Ortenburg",Unterhaus 18,9805,Baldramsdorf,AT,43.0,6996983494,No
Ötscherland Camping,Zellerhofstraße 23,3293,Lunz am See,AT,43.0,6649287807,No
Einkehrhof Poggau - Familie Franz und Julia Mayer,Buchberg 18,3264,Reinsberg,AT,43.0,6644031387,No
"Ferienpension Haflingerhof, Besitzer: Bettina & Markus Vögele",Moosen 36,6233,Kramsach,AT,43.0,6996445184,No
Krassnig Naturerlebnishof - Sylvia & Franz Kraßnig,Zwattendorf 4,9554,Sankt Urban,AT,43.0,6766073045,No
Damüls Appartements,Oberdamüls 177,6884,Damüls,AT,43.0,699279922743,Yes
Gästehaus Pendl,Hollenzen 70,6290,Mayrhofen,AT,43.0,6768951526,No
Gasthof Falken,Großdorf 7,6863,Egg - Großdorf,AT,43.0,676472623243,Yes
Gasthof Steixner,Kuntenweg 1,6116,Weer,AT,43.0,6997498335,No
Gästehaus Rosa Denk,Florianigasse 132,3610,Wösendorf,AT,43.0,6643758160,No
Alpengasthof Gaislach Alm,Gaislachalm 18,6450,Sölden,AT,43.0,6769287775,No
Pension Truya-Hof,Latschthayaweg 8,6533,Fiss,AT,43.0,6508021054,No
"Ferienhotel Angerhof, Inhaber: Hermann Josef Senn",Winkel 5,6533,Fiss,AT,43.0,3935567650,No
Hotel Seerose,Dorfstraße 20,5330,Fuschl am See,AT,43.0,864837,No
Hotel Kohlerhof,Hochfügener Straße 84,6263,Fügen,AT,43.0,6642912608,No
Landhotel Haagerhof,Diendorf 20,4160,Aigen/Schlägl,AT,43.0,6508276739,No
Hotel Pension Hertehof,Damüls 186,6884,Damüls,AT,43.0,6502617929,No
Gästehaus Sonnblick,Annastrasse 22,9210,Pörtschach am Wörthersee,AT,43.0,6767765613,No
Feldlhof - Familie Engelhardt,Ramsau 66,8972,Ramsau am Dachstein,AT,43.0,6508705589,No
Unser Hoamat Appartements,Pichl 49,8973,Schladming-Pichl,AT,43.0,6642922695,No
Hotel Lackenbauer,Anger 36,5630,Bad Hofgastein,AT,43.0,3584017664,No
Haus Dschulnigg,Marktstraße 114,5741,Neukirchen am Großvenediger,AT,43.0,6508798531,No
Pension Seepanorama & Weingut,Sportplatzgasse 1A,7121,Weiden am See,AT,43.0,6760816707,No
sonnenland draisinentour gmbh,Carl Goldmark-Straße 4,7301,Deutschkreutz,AT,43.0,65054695680043,Yes
Buschenschank Luttenberger,Seibersdorf 20,8423,St. Veit in der Südsteiermark,AT,43.0,0664 1457049,No
Weingut Setzer GmbH,Hauptstraße 64,3472,Hohenwarth,AT,43.0,6998313907,No
Weinbau Hermine Kovacs,Elisabethgasse 41,7301,Deutschkreutz,AT,43.0,0664 3151569,No
Weingut Pilch OG,Weingut Pilch OG,8461,Ratsch an der Weinstraße,AT,43.0,664728365943,Yes
Winzerhof Widmayer,Mauternbach 27,3512,Mautern an der Donau,AT,43.0,6991383862,No
Weinschloss Koarl Thaller GmbH,Maierhofbergen 24,8263,Großwilfersdorf,AT,43.0,6762175111,No
MALAT Weingut GmbH & Co KG,Hafnerstraße 12,3511,Palt,AT,43.0,02732 82934,No
Alpentaverne-Großarl,Bergstrasse 105,5611,Großarl,AT,43.0,6997533897,No
SPADT Zimmer,Wienerstraße 5/Haus 3-6,2482,Münchendorf,AT,43.0,6640527020,No
"Haus Schönblick, Astrid Beiser",Omesberg 499,6764,Lech am Arlberg,AT,43.0,596509188401,Yes
"Appartement Edelweiss, Fam. Christine und Heinz Müller",Kirchberg 31,6733,Fontanella,AT,43.0,650912335643,Yes
Valschena Appartement,Studa 58,6708,Brand,AT,43.0,6505433155,No
"Kerschbaumerhof, Familie Moosbrugger",Obere Klaus 38,8970,Schladming,AT,43.0,6992118610,No
ef16 Restaurant Weinbar,Fleischmarkt 16,1010,"Wien,",AT,43.0,01 5132318,No
Steirereck,"Am Heumarkt	2A,",1030,"Wien,",AT,43.0,01 7133168,No
Lugeck,Lugeck 4,1010,"Wien,",AT,43.0,Phone number not found,No
Patara Restaurant Vienna GmbH,Peterspl.1,1010,"Wien,",AT,43.0,01 9971938,No
Fankhauser AG Huttwil,Walke 1,4938,Rohrbach,CH,41.0,300337878,No
TS-Velos GmbH,Jurastrasse 2,4554,Etziken,CH,41.0,5837100154,No
Nocera & Strub AG,Hirzenstrasse 1,9244,Niederuzwil,CH,41.0,37950679,No
Druckerei Lutz AG,Hauptstrasse 18,9042,Speicher,CH,41.0,8000141788579115,Yes
Hch. Borer Kartenverlag AG,Ilbachstrasse 39,4228,Erschwil,CH,41.0,760352498,No
ACR Energiebohr AG,Karlihofstrasse 9,7208,Malans,CH,41.0,641792487154,Yes
Elektrizitätswerk Obwalden,Stanserstrasse 8,6064,Kerns,CH,41.0,760529174,No
Kita Farfallina,Eigerstrasse 10,3007,Bern,CH,41.0,785232139,No
Kinderkrippe Paradies Ibach,Hof 2,6438,Ibach,CH,41.0,762425210,No
Schneider Atelier Renaissance,Forchstrasse 111,8032,Zürich,CH,41.0,1583869,No
Simon's Steakhouse Grill & Restaurant & Bar,Niederdorfstrasse 13,8001,Zürich,CH,41.0,044 260 56 46,No
Tierferienheim Höfli,Höfli 66,4574,Nennigkofen,CH,41.0,796885332,No
Triple-S Ausbildungszentrum GmbH,Berghaus Oberbölchen,4458,Eptingen BL,CH,41.0,7805598100041,Yes
Pfotensalon Virginia Gafner,Gwattstrasse 93a,3645,Gwatt,CH,41.0,746737366,No
aMa-Umzüge,Hofackerstr. 37,4132,Muttenz,CH,41.0,783283043,No
ECOTENT Flümoart,Seetalstrasse 72,8280,Kreutzlingen TG,CH,41.0,783585206,No
"Jane Fine Food, Inh. Jane Ingold",Erlachstrasse 46,8003,Zürich,CH,41.0,782581264,No
Restaurant Bärgbeizli Bidmi,Bidmi 788,6086,Hasliberg-Reuti,CH,41.0,8565856,No
Schürlibeiz zum Asperhof,Asperhof 561,8478,Thalheim an der Thur,CH,41.0,7429698360041,Yes
"MAROWIL Fischereiartikel, Inh. Robert Flury",Solothurnstrasse 36,4536,Attiswil BE,CH,41.0,8361971,No
Maya Hauri Vergnügungsbetriebe,Hans Hässig-Strasse 25,5000,Aarau,CH,41.0,1005810542000876,Yes
"H&E Kutschenfahrten, Marie-Theres Eggermann und Heimo Haas",Ruflisbergstrasse 11,6006,Luzern,CH,41.0,5873606,No
Köchli Pferdefahrten,Brunnengasse 1,8162,Steinmaur,CH,41.0,761451509,No
"Kutschenfahrten und Fahrsport - Stall Schönenberger, Familie Monika und Armin Schönenberger",Unterdorf 10,9607,Mosnang SG,CH,41.0,100000418206960,Yes
"Kutschenfahrten Vogelsanger, Margrit und Arthur Vogelsanger",Chilchgasse 3,8214,Gächlingen,CH,41.0,762836124,No
Camelot-Shires Fuhrhalterei GmbH,Kreuzlingerstrasse 8,8584,Opfershofen,CH,41.0,796332724,No
Kutschenfahrten Baumli,Chäppeliacher 15,6027,Römerswil LU,CH,41.0,760985870,No
"Modelleisenbahnen H. R. Gehri, Inh. Stefan Bosshard",Wehntalerstrasse 4,8162,Steinmaur,CH,41.0,9218554,No
QueensRanchAcademy AG,La Côtes aux Moines 36,1584,Villars-le-Grand,CH,41.0,8883738,No
Tauchsport Signer GmbH,Hauptstrasse 77,8716,Schmerikon,CH,41.0,700566081,No
Schneesportschule Obersaxen,Valdunga 13,7134,Obersaxen,CH,41.0,813437327,No
"ZIB Tribastone GmbH, Zentrum für interdisziplinäre Begutachtungen",Spitalgasse 26,3011,Bern,CH,41.0,5220366,No
Dr. med. Ivan Kremer,Zeltweg 50,8032,Zürich,CH,41.0,769966950,No
Praxis Dr. med. Wilfried Zihlmann,Maurstrasse 24a,8117,Fällanden,CH,41.0,815564738,No
Dr. med. J. Wolfgang Schwarz,Ferrachstrasse 9,8630,Rüti ZH,CH,41.0,819518198,No
Dr. med. Cynthia Wolfensberger,Klosbachstrasse 104,8032,Zürich,CH,41.0,813817589,No
"Gesundheitspraxis Solara, Karin Büchler Kant. appr. Heilpraktikerin (AR)",Solitüdenstrasse 15,9012,St. Gallen,CH,41.0,1823001736,No
Gesundheitspraxis Saladin,Parkstrasse 36,4102,Binningen,CH,41.0,48527,No
Massagepraxis Lucia Birri,Kaiserstuhlstrasse 75,8154,Oberglatt,CH,41.0,6480892,No
Naturheilpraxis Schwarzenberg Erich Köllnberger,Ennenmatt 33,6103,Schwarzenberg,CH,41.0,742155564,No
CREONDA GMBH,Blümlimattweg 48,3600,Thun,CH,41.0,762722846,No
Praxis Bernadette Tischhauser,Schachen 724,9056,Gais,CH,41.0,787989921,No
Beauty & Wellness Oasis GmbH,Löwenstrasse 53,8001,Zürich,CH,41.0,782673853,No
Zahnarzt Martin Gottschlich,Oberdorfstrasse 35,3053,Münchenbuchsee,CH,41.0,769674333,No
AGM AG Müller,Bahnsteigstrasse 1,8212,Neuhausen am Rheinfall,CH,41.0,788459068,No
"Prinzli Spielwaren, Inh.: Doris Kälin",Bergstrasse 1,8712,Stäfa,CH,41.0,9066268,No
Peterhans Handwerkercenter AG,Landstrasse 4,5436,Würenlos,CH,41.0,302668878,No
Landhausmode Klauser AG,Tösstalstrasse 23,8483,Kollbrunn,CH,41.0,789095464,No
Segelschule Neuhaus Thunersee,Seestrasse 121,3800,Unterseen,CH,41.0,786687543,No
Dekorationsvermietung.ch AG,Industriestrasse 1,5624,Bünzen (AG),CH,41.0,744147691,No
Fahnenfabrik Sevelen AG,Schöngass 1,9475,Sevelen,CH,41.0,763871492,No
Bastelboutique Leibundgut AG,Kuttelgasse 8,8001,Zürich,CH,41.0,796711677,No
Pletscher AG,Obere Schilling 4,8460,Marthalen,CH,41.0,789988524,No
Vilfil GmbH,Kreuzstrasse 39,8008,Zürich,CH,41.0,700099001563723,Yes
Handarbeitslädeli Marlis Annen,Mühlegasse 1,3770,Zweisimmen,CH,41.0,748167637,No
Wima Mattle GmbH,Brahmsstrasse 64,8003,Zürich,CH,41.0,792935369,No
Teppich-Huus Breiti AG,Mühlentalstrasse 261,8200,Schaffhausen,CH,41.0,747442324,No
"Piano Music Simmen, Inhaber: Herr Matthias Simmen",Kyburgstrasse 9A,3600,Thun,CH,41.0,1712797332000142,Yes
Schlebach AG,Riehentorstrasse 15,4058,Basel,CH,41.0,760791816,No
H. U. Bernhard Instrumentenbauer,Mühlegasse 18,3400,Burgdorf,CH,41.0,8041768,No
Fourtwenty GmbH,Kramgasse 3,3011,Bern,CH,41.0,8185842870041,Yes
Smokee - Dein Dampfwarenladen,Moosstrasse 19,6003,Luzern,CH,41.0,769988515,No
Imfeld Uhren + Schmuck GmbH,Hofstrasse 2,6061,Sarnen,CH,41.0,783764144,No
Go Fish GmbH Fischerei- & Outdoorartikel,Hinterbergstrasse 56,6312,Steinhausen,CH,41.0,767352651,No
Wisi´s Billard & Dart Service,Industriestrasse 88,7310,Bad Ragaz,CH,41.0,818837889,No
Zoo Roco AG,Bielstrasse 40d,3250,Lyss,CH,41.0,768881119,No
jermann architekten und raumplaner ag,Hintere Gasse 52,4242,Laufen,CH,41.0,8565856,No
Trenovag AG,Loren-Allee 18,8610,Uster,CH,41.0,749970491,No
Castello Keramik GmbH,Zentweg 19C,3006,Bern,CH,41.0,810670070,No
Fennerboden Roger Fenner,Erlenweg 5,8604,Volketswil /ZH,CH,41.0,1000141763134620,Yes
Schreinerei Aeschlimann GmbH,Mösli 5,6196,Marbach,CH,41.0,67187200041,No
Mössinger Immobilien AG,Grenzweg 1,3097,Liebefeld,CH,41.0,748082599,No
von Büren+Sommer AG,Breitestrasse 16,8572,Berg TG,CH,41.0,740629860,No
Heusser Montagen,Stelleweg 31a,7000,Chur,CH,41.0,25788484736,No
Müller Heizung-Service AG,Rosenburgstrasse 13,8630,Rüti ZH,CH,41.0,351637081,No
FMS-Technik AG,Hardmorgenweg 19,8222,Beringen,CH,41.0,789451459,No
HPV Rorschach,Splügenstrasse 8,9400,Rorschach,CH,41.0,741127021,No
Musikschule Zürcher Oberland,Bahnhofstrasse 36,8620,Wetzikon,CH,41.0,747389306,No
Benediktinerkloster Mariastein,Klosterplatz 2,4115,Mariastein,CH,41.0,954841079,No
Bildhaueratelier Meier GmbH,Müriweg 2,5200,Brugg AG,CH,41.0,65356940041,No
"Nünlist Holzkunst, Simon Nünlist",Hauptstrasse 37,4628,Wolfwil,CH,41.0,7449098130041,Yes
à la carte-reisen ag,Industriestrasse 13,4410,Liestal,CH,41.0,783284729,No
Ferienwohnungen Chasa Sulai,Laretstrasse 33,7562,Samnaun,CH,41.0,749033449,No
Piz Ot Samnaun - Bed and Breakfast,Südstrasse 12,7563,Samnaun,CH,41.0,748747541,No
Brisoft AG,Schäferweg 16,4019,Basel,CH,41.0,836556479,No
Designstudios GmbH,Schulweg 10,3013,Bern,CH,41.0,190417400018839530,Yes
Café Henrici,Niederdorfstrasse 1,8001,Zürich,CH,41.0,044 251 54 54,No
Babu's,Löwenstrasse 1,8001,Zürich,CH,41.0,044 307 10 10,No
Grande Café & Bar,Limmatquai 118,8001,Zürich,CH,41.0,0176 61425909,No
Café des Amis,Nordstrasse 88,8037,Zürich,CH,41.0,043 536 93 81,No
Milchbar - das Gaumenfreudenhaus,Kappelergasse 16,8001,Zürich,CH,41.0,044 211 90 12,No
Kafi Freud,Schaffhauserstrasse 118,8057,Zürich,CH,41.0,044 520 11 75,No
Hammurabi Restaurant,Untere Königsstraße  ,34117,Kassel,DE,49.0,561287266960,
M&M Fahrzeugpflege,Friedrich-Ebert-Straße 9,32339,Espelkamp,DE,49.0,160955792800,
Chic Änderungsschneiderei,Venloer Straße 503,50825,Köln,DE,49.0,221169339060,
Miss Döner,Carl-von-Ossietzky-Platz 1,20099,Hamburg,DE,49.0,17465289010,
Kumpir Haus Ehrenfeld,Venloer Straße 378,50825,Köln,DE,49.0,155101395210,
Baba Grill,Niederwiesen 1,78199,Bräunlingen,DE,49.0,16275487400,
The Barber Shop By Firat,Blücherstraße 9,65195,Wiesbaden,DE,49.0,176802702160,
Amnesia Cut,Kronprinzenstraße 43,75177,Pforzheim,DE,49.0,176822564220,
Pizza Döner Express,Michaelweg 64,48149,Münster,DE,49.0,17878201860,
Goldnaht Reinigung Schneiderei,Brunnenstraße 38,10115,Berlin,DE,49.0,30467913360,
M313 Barber,Semmelstraße 61,97070,Würzburg,DE,49.0,931908797200,
Bolic’s Barber Shop,Herrenkellergasse 22,89073,Ulm,DE,49.0,176277130200,
HC47 Barbershop,Vordere Schmiedgasse 5,73525,Schwäbisch Gmünd,DE,49.0,176320639710,
Al Basha oriental sweets حلويات شرقية عربية,Alte Bahnhofstraße 30,53173,Bonn,DE,49.0,228350397510,
A&E Barbershop,Junkerhohlweg 23,24939,Flensburg,DE,49.0,17747181810,
Schick Schick Inh. Ayad Abdulatif,Große Straße 75,24937,Flensburg,DE,49.0,461500973700,
Dimi the Greek,Mühlendamm 1,24113,Kiel,DE,49.0,431659400610,
Harzer Friseur & Barbier,Steinweg 81,6484,Quedlinburg,DE,49.0,157883609290,
Punjabi Taste Bonn,Siegburger Straße 2,53229,Bonn,DE,49.0,176461576610,
Ayfairy's Café,Friedrichstraße 26,49610,Quakenbrück,DE,49.0,05431 9007447,
"Christoph Mlottek Transporte, Erdbewegungen",Wullener Feld 9D,58454,Witten,DE,49.0,02302 9629614,
